accX,accY,accZ,gyrX,gyrY,gyrZ
0.21,0.08,-0.21,-73.00,-243.53,107.60
0.21,0.19,-0.01,-96.98,-213.50,122.80
0.21,0.19,-0.01,-96.98,-213.50,122.80
0.19,0.25,0.16,-114.07,-177.67,132.75
0.19,0.25,0.16,-114.07,-177.67,139.59
0.20,0.32,0.31,-127.01,-134.52,139.59
0.20,0.40,0.38,-133.00,-89.48,149.11
0.20,0.40,0.38,-133.00,-89.48,149.11
0.20,0.43,0.37,-129.03,-48.58,156.80
0.20,0.43,0.37,-129.03,-48.58,156.80
0.16,0.43,0.28,-124.69,-7.14,161.13
0.16,0.43,0.28,-127.26,36.87,161.74
0.19,0.41,0.13,-127.26,36.87,161.74
0.24,0.48,-0.04,-136.41,76.23,163.57
0.24,0.48,-0.04,-136.41,76.23,163.57
0.27,0.57,-0.22,-144.71,104.31,164.00
0.27,0.57,-0.22,-144.71,104.31,164.00
0.28,0.63,-0.32,-151.31,123.29,157.29
0.24,0.66,-0.37,-157.65,138.31,142.70
0.24,0.66,-0.37,-157.65,138.31,142.70
0.19,0.63,-0.40,-157.35,153.99,128.85
0.19,0.63,-0.40,-157.35,153.99,128.85
0.14,0.61,-0.48,-155.33,170.10,118.65
0.14,0.61,-0.48,-154.17,184.63,110.96
0.11,0.59,-0.61,-154.17,184.63,110.96
0.08,0.61,-0.66,-151.55,191.59,106.51
0.08,0.61,-0.66,-151.55,191.59,106.51
-0.00,0.62,-0.63,-143.62,194.52,102.48
-0.00,0.62,-0.63,-143.62,194.52,97.17
-0.06,0.62,-0.60,-136.41,202.45,97.17
-0.08,0.68,-0.63,-133.36,214.11,90.64
-0.08,0.68,-0.63,-133.36,214.11,90.64
-0.09,0.75,-0.69,-131.47,225.59,80.26
-0.09,0.75,-0.69,-131.47,225.59,80.26
-0.09,0.80,-0.73,-124.69,231.99,65.25
-0.11,0.81,-0.78,-113.83,232.42,47.97
-0.11,0.81,-0.78,-113.83,232.42,47.97
-0.12,0.80,-0.83,-102.29,231.57,30.27
-0.12,0.80,-0.83,-102.29,231.57,30.27
-0.12,0.78,-0.86,-90.09,228.15,13.92
-0.12,0.78,-0.90,-77.58,221.07,0.55
-0.11,0.81,-0.90,-77.58,221.07,0.55
-0.10,0.86,-0.96,-65.19,212.40,-12.39
-0.10,0.86,-0.96,-65.19,212.40,-12.39
-0.10,0.90,-1.00,-54.14,202.88,-30.40
-0.13,0.88,-1.01,-42.54,192.20,-54.26
-0.13,0.88,-1.01,-42.54,192.20,-54.26
-0.17,0.82,-0.99,-30.82,182.56,-79.16
-0.17,0.82,-0.99,-30.82,182.56,-79.16
-0.22,0.75,-0.94,-17.88,173.46,-98.75
-0.27,0.70,-0.93,-5.25,168.21,-110.96
-0.27,0.70,-0.93,-5.25,168.21,-110.96
-0.29,0.71,-0.99,3.72,169.37,-119.51
-0.29,0.71,-0.99,3.72,169.37,-128.48
-0.28,0.73,-1.07,9.95,170.29,-128.48
-0.25,0.81,-1.16,12.94,166.20,-139.47
-0.25,0.81,-1.16,12.94,166.20,-139.47
-0.23,0.87,-1.25,13.73,159.00,-154.72
-0.23,0.87,-1.25,13.73,159.00,-154.72
-0.24,0.91,-1.35,13.24,147.16,-176.21
-0.24,0.85,-1.38,17.94,126.65,-200.81
-0.24,0.85,-1.38,17.94,126.65,-200.81
-0.26,0.79,-1.37,21.67,100.65,-216.43
-0.26,0.79,-1.37,21.67,100.65,-216.43
-0.29,0.79,-1.41,15.56,80.20,-219.30
-0.29,0.76,-1.43,11.66,63.66,-222.41
-0.30,0.76,-1.43,11.66,63.66,-222.41
-0.34,0.69,-1.42,8.54,43.03,-234.37
-0.34,0.69,-1.42,8.54,43.03,-234.37
-0.41,0.58,-1.32,5.98,17.33,-248.23
-0.41,0.58,-1.32,10.80,-4.27,-251.34
-0.50,0.47,-1.20,10.80,-4.27,-251.34
-0.49,0.37,-1.06,24.29,-16.54,-242.37
-0.49,0.37,-1.06,24.29,-16.54,-242.37
-0.45,0.32,-1.00,48.28,-22.77,-218.51
-0.45,0.32,-1.07,78.67,-22.83,-186.22
-0.37,0.32,-1.07,78.67,-22.83,-186.22
-0.27,0.32,-1.18,104.31,-24.54,-160.46
-0.27,0.32,-1.18,104.31,-24.54,-160.46
-0.17,0.34,-1.30,118.23,-29.85,-141.11
-0.08,0.40,-1.45,115.91,-38.88,-128.78
-0.08,0.40,-1.45,115.91,-38.88,-128.78
-0.01,0.40,-1.57,104.49,-55.24,-126.77
-0.01,0.40,-1.57,104.49,-55.24,-126.77
0.00,0.32,-1.58,88.26,-85.69,-130.68
-0.04,0.19,-1.46,70.13,-125.12,-130.55
-0.04,0.19,-1.46,70.13,-125.12,-130.55
-0.12,0.12,-1.28,56.03,-158.39,-120.36
-0.12,0.12,-1.28,56.03,-158.39,-120.36
-0.17,0.08,-1.09,41.63,-176.88,-102.72
-0.20,0.09,-0.93,18.01,-180.73,-87.04
-0.20,0.09,-0.93,18.01,-180.73,-87.04
-0.18,0.11,-0.79,-8.18,-176.27,-73.30
-0.18,0.11,-0.79,-8.18,-176.27,-73.30
-0.17,0.13,-0.65,-22.46,-168.27,-58.96
-0.15,0.13,-0.51,-27.95,-154.48,-45.10
-0.15,0.13,-0.51,-27.95,-154.48,-45.10
-0.10,0.16,-0.43,-31.43,-132.14,-30.88
-0.10,0.16,-0.43,-32.78,-106.02,-16.42
-0.04,0.24,-0.40,-32.78,-106.02,-16.42
0.03,0.31,-0.41,-28.14,-81.60,-5.13

0.27,1.53,-1.11,130.37,56.03,-121.83
0.27,1.53,-1.11,130.37,56.03,-121.83
0.28,1.50,-1.25,150.57,32.59,-151.67
0.28,1.50,-1.32,165.34,1.16,-180.79
0.26,1.36,-1.32,165.34,1.16,-180.79
0.25,1.26,-1.40,175.90,-39.67,-200.93
0.25,1.26,-1.40,175.90,-39.67,-200.93
0.21,1.12,-1.48,193.36,-89.78,-208.13
0.21,1.12,-1.48,201.97,-137.27,-211.49
0.12,0.96,-1.49,201.97,-137.27,-211.49
0.05,0.79,-1.38,186.40,-169.56,-213.81
0.05,0.79,-1.38,186.40,-169.56,-213.81
0.03,0.63,-1.28,169.74,-191.22,-209.59
0.03,0.63,-1.28,169.74,-210.45,-194.21
0.05,0.44,-1.28,158.94,-210.45,-194.21
0.09,0.27,-1.29,147.77,-230.90,-171.08
0.09,0.27,-1.29,147.77,-230.90,-171.08
0.09,0.15,-1.26,129.76,-254.21,-143.92
0.09,0.15,-1.26,129.76,-254.21,-112.67
0.09,0.04,-1.20,105.10,-268.25,-116.39
0.12,-0.01,-1.13,72.51,-276.49,-90.15
0.12,-0.01,-1.13,72.51,-276.49,-90.15
0.14,-0.00,-1.05,38.27,-282.04,-64.51
0.14,-0.00,-1.05,38.27,-282.04,-64.51
0.17,0.00,-1.06,5.43,-287.11,-42.11
0.17,0.07,-0.97,-35.40,-297.61,-23.13
0.17,0.07,-0.97,-35.40,-297.61,-23.13
0.07,0.15,-0.77,-79.59,-313.78,-7.57
0.07,0.15,-0.77,-79.59,-313.78,-7.57
0.04,0.24,-0.58,-114.50,-317.32,5.25
0.00,0.33,-0.33,-140.62,-312.50,19.41
0.00,0.33,-0.33,-140.62,-312.50,19.41
-0.00,0.39,-0.07,-159.12,-302.86,33.14
-0.00,0.39,-0.07,-159.12,-302.86,33.14
0.02,0.49,0.18,-172.49,-285.46,46.88
0.02,0.58,0.48,-168.58,-262.51,63.17
0.05,0.58,0.48,-168.58,-262.51,63.17
0.05,0.64,0.65,-159.06,-234.50,74.04
0.05,0.64,0.65,-159.06,-234.50,74.04
0.07,0.62,0.77,-146.42,-194.52,80.57
0.07,0.62,0.77,-128.66,-149.29,88.26
0.09,0.55,0.70,-128.66,-149.29,88.26
0.10,0.50,0.58,-121.40,-103.33,99.73
0.10,0.50,0.58,-121.40,-103.33,99.73
0.06,0.49,0.52,-124.63,-61.40,116.76
0.06,0.49,0.52,-124.63,-61.40,132.39
0.04,0.48,0.43,-130.43,-23.38,135.80
0.01,0.52,0.35,-139.53,16.72,155.76
0.01,0.52,0.35,-139.53,16.72,155.76
-0.03,0.59,0.35,-154.48,55.42,175.42
-0.03,0.59,0.35,-154.48,55.42,175.42
-0.03,0.68,0.32,-170.59,90.15,192.69
-0.03,0.68,0.32,-170.59,117.55,204.65
-0.01,0.76,0.14,-180.85,117.55,204.65
0.03,0.86,0.03,-184.51,135.80,211.18
0.03,0.86,0.03,-184.51,135.80,211.18
0.05,0.99,-0.02,-179.38,147.64,213.26
0.05,0.99,-0.02,-179.38,147.64,213.26
-0.04,1.09,-0.03,-173.89,156.56,205.81
-0.04,1.09,-0.03,-157.65,175.72,190.06
-0.07,1.13,-0.12,-157.65,175.72,190.06
-0.12,1.20,-0.13,-146.91,201.66,170.47
-0.12,1.20,-0.13,-146.91,201.66,170.47
-0.16,1.25,-0.16,-134.70,223.45,151.73
-0.16,1.25,-0.16,-134.70,239.07,132.93
-0.19,1.25,-0.31,-120.61,244.57,132.93
-0.20,1.23,-0.44,-113.04,259.58,113.89
-0.20,1.23,-0.44,-113.04,259.58,113.89
-0.26,1.22,-0.42,-108.52,264.77,96.56
-0.26,1.22,-0.42,-108.52,264.77,96.56
-0.30,1.32,-0.31,-104.00,268.92,81.97
-0.37,1.42,-0.21,-94.12,275.76,63.96
-0.37,1.42,-0.21,-94.12,275.76,63.96
-0.38,1.47,-0.27,-69.64,285.28,40.47
-0.38,1.47,-0.27,-69.64,285.28,40.47
-0.34,1.54,-0.43,-33.69,293.09,18.55
-0.34,1.66,-0.57,1.28,292.72,-2.38
-0.27,1.68,-0.57,1.28,292.72,-2.38
-0.20,1.80,-0.69,34.97,282.78,-29.11
-0.20,1.80,-0.69,34.97,282.78,-29.11
-0.16,1.81,-0.78,70.19,264.16,-62.38
-0.16,1.81,-0.86,102.17,240.30,-97.17
-0.16,1.77,-0.86,102.17,240.30,-97.17
-0.22,1.66,-0.88,126.16,215.39,-128.60
-0.22,1.66,-0.88,126.16,215.39,-128.60
-0.29,1.53,-0.83,145.08,191.59,-153.93
-0.29,1.53,-0.83,159.48,173.10,-171.81
-0.37,1.34,-0.87,159.48,173.10,-171.81
-0.37,1.14,-0.94,167.11,160.77,-182.01
-0.37,1.14,-0.94,167.11,160.77,-182.01
-0.39,1.03,-0.92,163.94,146.85,-182.92
-0.39,1.03,-0.92,163.94,131.23,-172.73
-0.33,0.94,-0.97,163.45,131.90,-172.73
-0.27,0.97,-0.96,148.74,115.36,-164.06
-0.27,0.97,-0.96,148.74,115.36,-164.06
-0.23,0.96,-0.91,137.08,93.44,-156.92
-0.23,0.96,-0.91,137.08,93.44,-156.92
-0.20,0.94,-0.87,127.50,72.02,-150.09
-0.18,0.90,-0.80,118.10,53.16,-144.04
-0.18,0.90,-0.80,118.10,53.16,-144.04
-0.18,0.85,-0.72,109.56,36.56,-137.21
-0.18,0.85,-0.72,109.56,36.56,-137.21
-0.18,0.74,-0.70,102.91,23.32,-128.78
-0.18,0.74,-0.65,94.97,12.21,-117.00
-0.17,0.66,-0.65,94.97,12.21,-117.00
-0.14,0.62,-0.59,89.66,2.56,-99.37
-0.14,0.62,-0.59,89.66,2.56,-99.37
-0.09,0.61,-0.55,85.57,-3.97,-79.96
-0.09,0.61,-0.55,80.08,-9.95,-62.32
-0.04,0.63,-0.50,80.08,-9.95,-62.32
0.00,0.65,-0.45,72.81,-17.46,-48.34
0.00,0.65,-0.45,72.81,-17.46,-48.34
0.02,0.67,-0.41,64.82,-23.32,-38.09
0.02,0.67,-0.41,55.05,-27.16,-31.31
0.04,0.69,-0.37,55.05,-27.16,-31.31
0.06,0.70,-0.31,45.41,-31.19,-26.61
0.06,0.70,-0.31,45.41,-31.19,-26.61
0.05,0.71,-0.26,37.72,-36.93,-22.22
0.05,0.71,-0.26,31.37,-41.02,-18.25
0.05,0.70,-0.23,31.37,-41.02,-18.25
0.04,0.70,-0.19,24.72,-42.18,-14.47
0.04,0.70,-0.19,24.72,-42.18,-14.47
0.02,0.72,-0.13,17.46,-41.75,-10.44
0.02,0.72,-0.13,11.66,-41.50,-5.68
0.01,0.73,-0.06,11.66,-41.50,-5.68
0.00,0.75,-0.04,9.64,-39.00,-0.67
0.00,0.75,-0.04,9.64,-39.00,-0.67
0.01,0.77,-0.03,8.61,-33.75,5.25

0.22,1.99,-0.04,7.51,185.79,-102.29
0.22,1.99,-0.04,7.51,185.79,-102.29
0.26,2.09,-0.23,27.40,194.52,-153.08
0.24,2.02,-0.33,47.36,181.46,-210.45
0.24,2.02,-0.33,47.36,181.46,-210.45
0.19,1.85,-0.47,75.38,147.89,-255.00
0.19,1.85,-0.47,75.38,147.89,-255.00
0.11,1.63,-0.63,111.21,104.61,-274.84
0.11,1.63,-0.63,138.12,64.88,-284.06
0.16,1.42,-0.87,138.12,64.88,-284.06
0.23,1.25,-1.15,154.42,24.05,-284.79
0.23,1.25,-1.15,154.42,24.05,-284.79
0.27,1.02,-1.23,169.37,-29.79,-276.31
0.27,1.02,-1.23,169.37,-29.79,-268.37
0.24,0.94,-1.25,161.38,-83.92,-268.37
0.17,0.79,-1.20,142.82,-133.00,-260.25
0.17,0.79,-1.20,142.82,-133.00,-260.25
0.10,0.67,-1.09,119.45,-172.97,-251.16
0.10,0.67,-1.09,119.45,-172.97,-251.16
0.08,0.55,-0.97,90.15,-200.38,-239.26
0.07,0.45,-0.88,62.44,-224.30,-223.02
0.07,0.45,-0.88,62.44,-224.30,-223.02
0.09,0.34,-0.83,37.11,-243.71,-202.82
0.09,0.34,-0.83,37.11,-243.71,-202.82
0.11,0.24,-0.78,12.82,-268.55,-177.67
0.04,0.19,-0.61,-7.81,-299.38,-149.84
0.04,0.19,-0.61,-7.81,-299.38,-149.84
0.01,0.19,-0.46,-26.92,-315.49,-125.12
0.01,0.19,-0.46,-26.92,-315.49,-125.12
0.05,0.18,-0.43,-45.53,-318.48,-103.21
0.04,0.20,-0.38,-66.47,-324.95,-82.09
0.04,0.20,-0.38,-66.47,-324.95,-82.09
-0.00,0.26,-0.24,-95.52,-331.85,-64.39
-0.00,0.26,-0.24,-95.52,-331.85,-64.39
-0.07,0.32,0.01,-127.62,-329.65,-52.37
-0.14,0.37,0.20,-153.99,-314.64,-41.99
-0.14,0.37,0.20,-153.99,-314.64,-41.99
-0.09,0.40,0.23,-178.47,-289.73,-31.80
-0.09,0.40,0.23,-178.47,-289.73,-31.80
-0.06,0.45,0.24,-199.04,-279.17,-14.59
-0.14,0.53,0.41,-210.69,-287.41,3.78
-0.14,0.53,0.41,-210.69,-287.41,3.78
-0.14,0.63,0.65,-208.37,-290.77,22.77
-0.14,0.63,0.65,-208.37,-290.77,22.77
-0.13,0.71,0.91,-194.58,-278.44,40.53
-0.10,0.77,1.03,-173.83,-254.46,54.38
-0.10,0.77,1.03,-173.83,-254.46,54.38
-0.07,0.80,1.09,-153.14,-218.32,63.17
-0.07,0.80,1.09,-153.14,-218.32,63.17
-0.00,0.80,1.08,-134.34,-172.85,70.98
-0.00,0.75,0.90,-120.24,-128.42,79.35
0.07,0.75,0.90,-120.24,-128.42,79.35
0.08,0.74,0.81,-121.46,-93.20,88.68
0.08,0.74,0.81,-121.46,-93.20,88.68
0.04,0.74,0.76,-128.48,-69.15,100.95
0.04,0.74,0.76,-129.33,-50.17,118.35
-0.07,0.71,0.74,-129.33,-50.17,118.35
-0.13,0.63,0.64,-120.00,-31.07,141.11
-0.13,0.63,0.64,-120.00,-31.07,141.11
-0.18,0.63,0.59,-119.63,-9.52,166.93
-0.18,0.63,0.59,-119.63,-9.52,166.93
-0.24,0.69,0.61,-120.18,10.07,194.46
-0.24,0.82,0.62,-115.30,33.57,220.09
-0.24,0.82,0.62,-115.30,33.57,220.09
-0.25,0.98,0.65,-110.53,58.35,240.54
-0.25,0.98,0.65,-110.53,58.35,240.54
-0.30,1.08,0.60,-102.05,80.08,251.10
-0.30,1.08,0.60,-98.08,107.42,248.78
-0.32,1.20,0.54,-98.08,107.42,248.78
-0.29,1.22,0.38,-96.19,140.32,235.90
-0.29,1.22,0.38,-96.19,140.32,235.90
-0.24,1.30,0.29,-98.33,166.44,218.14
-0.24,1.30,0.29,-98.33,166.44,218.14
-0.27,1.41,0.33,-100.95,180.60,197.63
-0.27,1.41,0.33,-87.65,189.76,175.60
-0.33,1.45,0.30,-87.65,189.76,175.60
-0.30,1.43,0.19,-68.48,200.99,148.86
-0.30,1.43,0.19,-68.48,200.99,148.86
-0.28,1.39,0.14,-48.16,204.41,125.06
-0.28,1.39,0.14,-48.16,196.11,110.84
-0.24,1.38,0.10,-19.84,196.11,110.84
-0.19,1.41,0.02,8.06,182.62,100.40
-0.19,1.41,0.02,8.06,182.62,100.40
-0.14,1.43,-0.08,28.14,167.54,87.40
-0.14,1.43,-0.08,28.14,167.54,87.40
-0.13,1.43,-0.14,35.89,153.99,68.73
-0.13,1.43,-0.14,35.89,141.91,44.13
-0.14,1.31,-0.24,33.20,141.91,44.13
-0.18,1.18,-0.19,28.69,128.36,25.70
-0.18,1.18,-0.19,28.69,128.36,25.70
-0.25,1.19,0.03,20.26,114.93,18.62
-0.25,1.19,0.03,20.26,114.93,18.62
-0.28,1.22,0.20,21.30,109.25,16.60
-0.28,1.22,0.20,31.43,111.57,15.01
-0.29,1.27,0.29,31.43,111.57,15.01
-0.29,1.29,0.29,47.67,116.52,12.51
-0.29,1.29,0.29,47.67,116.52,12.51
-0.31,1.28,0.28,67.69,121.03,9.77
-0.31,1.28,0.28,67.69,121.03,9.77
-0.33,1.26,0.22,86.30,127.50,7.39
-0.33,1.26,0.06,107.18,132.93,6.47
-0.30,1.17,0.09,107.18,132.93,6.47
-0.28,1.17,-0.01,113.40,134.28,3.05
-0.28,1.17,-0.01,113.40,134.28,3.05
-0.26,1.09,-0.14,115.72,130.80,-0.67
-0.26,1.09,-0.14,115.72,130.80,-0.67
-0.21,1.03,-0.24,108.70,124.45,-5.37
-0.18,0.99,-0.28,93.93,111.08,-8.61
-0.16,0.99,-0.28,93.93,111.08,-8.61
-0.12,0.96,-0.28,77.33,92.53,-11.78
-0.12,0.96,-0.28,77.33,92.53,-11.78
-0.09,0.95,-0.26,59.20,73.00,-14.77
-0.09,0.95,-0.26,41.38,52.92,-17.46
-0.08,0.94,-0.18,41.38,52.92,-17.46
-0.08,0.95,-0.07,27.47,32.53,-19.47
-0.08,0.95,-0.07,27.47,32.53,-19.47
-0.09,0.95,-0.00,19.04,15.56,-21.91
-0.09,0.95,-0.00,11.54,4.58,-26.00
-0.11,0.95,0.09,11.54,4.58,-26.00
-0.15,0.92,0.16,8.54,-2.62,-28.81
-0.15,0.92,0.16,8.54,-2.62,-28.81
-0.17,0.88,0.21,7.08,-5.13,-30.15
-0.17,0.88,0.21,7.08,-5.13,-30.15
-0.19,0.83,0.21,6.96,-5.19,-29.17
-0.19,0.79,0.19,5.92,-3.78,-25.57
-0.19,0.79,0.19,5.92,-3.78,-25.57
-0.17,0.79,0.20,4.27,-1.59,-19.71
-0.17,0.79,0.20,4.27,-1.59,-19.71

-0.25,1.53,0.97,-23.80,140.32,-98.88
-0.25,1.53,0.97,-23.80,140.32,-98.88
-0.23,1.65,0.95,-7.81,178.16,-122.31
-0.20,1.90,0.91,4.58,213.44,-150.63
-0.21,1.90,0.91,4.58,213.44,-150.63
-0.25,2.07,0.77,21.67,244.57,-189.21
-0.25,2.07,0.77,21.67,244.57,-189.21
-0.32,1.99,0.55,41.26,262.63,-239.20
-0.32,1.99,0.55,41.26,265.01,-279.66
-0.27,1.82,0.31,60.73,265.01,-279.66
-0.19,1.67,0.04,89.97,253.72,-300.54
-0.19,1.67,0.04,89.97,253.72,-300.54
-0.02,1.48,-0.41,139.34,229.98,-301.09
-0.02,1.48,-0.41,139.34,229.98,-301.09
0.15,1.24,-0.87,165.89,191.41,-303.34
0.15,1.02,-1.17,166.08,130.62,-299.74
0.28,1.02,-1.17,166.08,130.62,-299.74
0.39,0.75,-1.35,158.81,65.55,-290.77
0.39,0.75,-1.35,158.81,65.55,-290.77
0.40,0.54,-1.29,130.13,-2.99,-275.33
0.40,0.54,-1.29,130.13,-65.37,-256.04
0.34,0.44,-1.13,89.36,-65.37,-256.04
0.32,0.35,-0.98,51.27,-109.74,-235.41
0.32,0.35,-0.98,51.27,-109.74,-235.41
0.32,0.36,-0.87,17.58,-142.82,-214.42
0.32,0.36,-0.87,17.58,-174.07,-195.80
0.31,0.32,-0.79,-7.45,-172.61,-195.80
0.26,0.30,-0.66,-27.22,-207.58,-178.04
0.26,0.30,-0.66,-27.22,-207.58,-178.04
0.18,0.25,-0.55,-43.88,-241.88,-160.34
0.18,0.25,-0.55,-43.88,-266.60,-143.43
0.10,0.17,-0.44,-60.36,-266.60,-143.43
0.05,0.15,-0.29,-81.73,-281.25,-127.08
0.05,0.15,-0.29,-81.73,-281.25,-127.08
0.01,0.19,-0.18,-101.68,-288.70,-107.54
0.01,0.19,-0.18,-101.68,-295.10,-88.56
-0.08,0.14,-0.11,-121.58,-295.10,-88.56
-0.13,0.08,-0.10,-142.09,-298.83,-67.08
-0.13,0.08,-0.10,-142.09,-298.83,-67.08
-0.13,0.14,-0.09,-170.35,-300.17,-41.38
-0.13,0.14,-0.09,-198.79,-309.51,-13.31
-0.16,0.24,-0.02,-198.79,-309.51,-13.31
-0.24,0.36,0.20,-215.52,-324.77,14.53
-0.24,0.36,0.20,-215.52,-324.77,14.53
-0.29,0.54,0.57,-224.61,-333.13,38.64
-0.29,0.54,0.57,-219.97,-333.37,58.53
-0.32,0.73,0.94,-219.97,-333.37,58.53
-0.36,0.85,1.28,-194.09,-325.74,73.24
-0.36,0.85,1.28,-194.09,-325.74,73.24
-0.39,0.81,1.44,-150.39,-298.58,81.60
-0.39,0.81,1.44,-107.42,-252.08,91.06
-0.31,0.72,1.33,-107.42,-252.08,91.06
-0.23,0.67,1.19,-83.44,-199.04,104.06
-0.23,0.67,1.19,-83.44,-199.04,104.06
-0.17,0.70,1.14,-80.99,-155.70,117.68
-0.17,0.70,1.14,-96.62,-126.95,130.37
-0.22,0.72,1.08,-98.45,-126.95,130.37
-0.20,0.77,1.01,-121.40,-99.73,142.52
-0.20,0.77,1.01,-121.40,-99.73,142.52
-0.28,0.80,0.87,-140.69,-72.14,155.88
-0.28,0.80,0.87,-140.69,-72.14,165.41
-0.31,0.81,0.70,-160.64,-46.20,165.41
-0.31,0.86,0.62,-182.19,-23.38,171.75
-0.31,0.86,0.62,-182.19,-23.38,171.75
-0.37,0.93,0.60,-194.27,-7.26,180.85
-0.37,0.93,0.60,-194.27,-7.26,180.85
-0.38,0.94,0.55,-193.79,5.55,189.03
-0.42,0.99,0.49,-198.79,20.45,194.09
-0.42,0.99,0.49,-198.79,20.45,194.09
-0.38,1.10,0.55,-205.75,38.02,196.11
-0.38,1.10,0.55,-205.75,38.02,196.11
-0.37,1.23,0.54,-205.14,55.42,187.44
-0.37,1.23,0.54,-202.94,84.78,169.19
-0.36,1.34,0.51,-202.94,84.78,169.19
-0.33,1.36,0.37,-191.41,120.00,141.72
-0.33,1.36,0.37,-191.41,120.00,141.72
-0.32,1.36,0.28,-193.79,154.24,107.85
-0.32,1.36,0.28,-193.79,154.24,107.85
-0.39,1.37,0.36,-205.08,178.04,75.01
-0.45,1.26,0.41,-192.81,191.71,53.16
-0.44,1.26,0.41,-192.81,191.71,53.16
-0.46,1.18,0.43,-160.89,196.23,43.33
-0.46,1.18,0.43,-160.89,196.23,43.33
-0.45,1.14,0.37,-115.91,197.39,49.38
-0.45,1.14,0.37,-71.59,199.71,59.20
-0.36,1.19,0.15,-71.59,199.71,59.20
-0.20,1.19,-0.18,-41.14,204.90,58.47
-0.20,1.19,-0.18,-41.14,204.90,58.47
-0.10,1.24,-0.31,-37.23,203.92,46.45
-0.10,1.24,-0.31,-37.23,203.92,31.37
-0.09,1.25,-0.26,-42.18,185.18,31.37
-0.13,1.22,-0.18,-38.02,157.35,19.41
-0.13,1.22,-0.18,-38.02,157.35,19.41
-0.18,1.16,-0.18,-26.25,138.31,11.72
-0.18,1.16,-0.18,-26.25,138.31,11.72
-0.20,1.11,-0.19,-17.21,127.44,5.19
-0.20,1.11,-0.11,-17.46,120.48,-0.79
-0.22,1.10,-0.11,-17.46,120.48,-0.79
-0.24,1.15,0.02,-16.78,116.88,-4.33
-0.24,1.15,0.02,-16.78,116.88,-4.33
-0.26,1.19,0.12,-8.24,115.36,-7.51
-0.26,1.21,0.18,6.59,116.76,-12.39
-0.28,1.21,0.18,6.59,116.76,-12.39
-0.30,1.20,0.18,24.35,124.51,-17.94
-0.30,1.20,0.18,24.35,124.51,-17.94
-0.32,1.21,0.19,39.18,134.16,-25.02
-0.32,1.21,0.19,55.91,139.34,-31.56
-0.35,1.19,0.16,55.91,139.34,-31.56
-0.36,1.16,0.08,75.07,144.23,-35.22
-0.36,1.16,0.08,75.07,144.23,-35.22
-0.31,1.10,-0.09,97.05,152.10,-36.80
-0.31,1.10,-0.09,97.05,152.10,-36.80
-0.25,1.04,-0.24,103.39,150.21,-39.43
-0.25,1.04,-0.24,97.72,136.29,-41.99
-0.21,1.00,-0.34,97.72,136.29,-41.99
-0.18,0.92,-0.42,85.94,113.95,-43.15
-0.18,0.92,-0.42,85.94,113.95,-43.15
-0.16,0.85,-0.44,70.43,85.51,-42.72
-0.16,0.85,-0.44,53.59,57.86,-38.57
-0.14,0.82,-0.42,53.59,57.86,-38.57
-0.11,0.82,-0.39,39.12,33.08,-32.29
-0.11,0.82,-0.39,39.12,33.08,-32.29
-0.09,0.83,-0.33,24.17,11.47,-27.47
-0.09,0.83,-0.33,24.17,11.47,-26.43
-0.09,0.86,-0.24,6.84,-5.80,-26.43
-0.12,0.88,-0.11,-9.83,-19.41,-26.92
-0.12,0.88,-0.11,-9.83,-19.41,-26.92
-0.14,0.89,-0.01,-17.94,-27.83,-26.55

-0.16,1.89,-0.04,-56.21,267.40,-172.42
-0.16,1.89,-0.04,-56.21,267.40,-172.42
-0.13,1.85,-0.26,-43.76,273.32,-219.48
-0.10,1.75,-0.40,-25.88,265.99,-261.72
-0.10,1.75,-0.40,-25.88,265.99,-261.72
0.01,1.69,-0.49,8.30,234.62,-286.56
0.01,1.69,-0.49,8.30,234.62,-286.56
0.09,1.66,-0.69,66.71,182.98,-289.73
0.09,1.51,-1.17,129.70,135.31,-288.21
0.22,1.51,-1.17,129.70,135.31,-288.21
0.30,1.34,-1.58,163.27,80.32,-290.95
0.30,1.34,-1.58,163.27,80.32,-290.95
0.26,1.11,-1.77,166.56,9.34,-291.14
0.26,1.11,-1.77,145.39,-63.90,-288.51
0.15,0.90,-1.70,145.39,-63.90,-288.51
0.03,0.76,-1.42,114.44,-125.79,-281.80
0.03,0.76,-1.42,114.44,-125.79,-281.80
-0.04,0.67,-1.20,85.63,-171.20,-270.87
-0.04,0.67,-1.20,85.63,-202.45,-250.12
-0.03,0.60,-1.19,72.94,-198.24,-250.12
-0.02,0.48,-1.18,53.89,-216.80,-233.70
-0.02,0.48,-1.18,53.89,-216.80,-233.70
-0.02,0.37,-1.12,24.90,-243.71,-218.08
-0.02,0.37,-1.12,-9.34,-276.86,-197.88
-0.03,0.26,-1.04,-9.34,-276.86,-197.88
-0.12,0.21,-0.89,-43.64,-313.11,-172.73
-0.12,0.21,-0.89,-43.64,-313.11,-172.73
-0.19,0.22,-0.69,-82.82,-336.85,-147.58
-0.16,0.27,-0.56,-126.83,-341.19,-126.16
-0.19,0.27,-0.56,-126.83,-341.19,-126.16
-0.20,0.30,-0.48,-167.05,-341.43,-106.08
-0.20,0.30,-0.48,-167.05,-341.43,-106.08
-0.23,0.33,-0.45,-207.64,-346.98,-86.06
-0.30,0.34,-0.40,-251.77,-355.41,-64.88
