accX,accY,accZ,gyrX,gyrY,gyrZ
0.38,0.47,-0.61,3.36,-55.24,-9.95
0.38,0.47,-0.61,3.36,-55.24,-9.95
0.44,0.50,-0.67,8.00,-51.57,-6.29
0.44,0.53,-0.72,11.78,-51.64,-4.15
0.47,0.53,-0.72,11.78,-51.64,-4.15
0.47,0.58,-0.74,14.53,-53.89,-4.39
0.47,0.58,-0.74,14.53,-53.89,-4.39
0.46,0.58,-0.74,17.52,-57.19,-8.36
0.46,0.58,-0.74,18.37,-59.39,-14.47
0.45,0.54,-0.74,18.37,-59.39,-14.47
0.45,0.49,-0.77,15.26,-59.57,-18.25
0.45,0.49,-0.77,15.26,-59.57,-18.25
0.47,0.47,-0.79,9.64,-58.96,-18.49
0.47,0.47,-0.74,3.72,-59.57,-16.66
0.49,0.48,-0.74,3.72,-59.57,-16.66
0.49,0.50,-0.64,1.10,-59.81,-14.59
0.49,0.50,-0.64,1.10,-59.81,-14.59
0.48,0.51,-0.55,2.14,-57.86,-13.18
0.48,0.51,-0.55,5.19,-51.70,-11.90
0.48,0.52,-0.51,5.19,-51.70,-11.90
0.49,0.53,-0.51,8.42,-43.33,-11.47
0.49,0.53,-0.51,8.42,-43.33,-11.47
0.50,0.52,-0.56,12.45,-36.50,-11.84
0.50,0.52,-0.56,12.45,-31.98,-12.82
0.50,0.49,-0.61,14.77,-31.98,-12.82
0.51,0.48,-0.67,14.40,-30.46,-12.15
0.51,0.48,-0.67,14.40,-30.46,-12.15
0.53,0.49,-0.69,10.99,-30.76,-10.80
0.53,0.49,-0.69,10.99,-30.76,-10.07
0.54,0.53,-0.68,7.51,-31.86,-10.07
0.54,0.55,-0.65,5.37,-33.45,-11.35
0.54,0.55,-0.65,5.37,-33.45,-11.35
0.54,0.55,-0.60,5.25,-34.48,-14.22
0.54,0.55,-0.60,5.25,-34.48,-14.22
0.53,0.52,-0.55,6.77,-33.45,-16.78
0.52,0.49,-0.52,8.00,-29.48,-17.40
0.52,0.49,-0.52,8.00,-29.48,-17.40
0.52,0.47,-0.52,6.96,-23.74,-16.48
0.52,0.47,-0.52,6.96,-23.74,-16.48
0.51,0.43,-0.50,7.02,-19.59,-14.10
0.50,0.41,-0.50,7.26,-16.48,-9.34
0.50,0.41,-0.50,7.26,-16.48,-9.34
0.53,0.43,-0.54,3.91,-10.74,-4.09
0.53,0.43,-0.54,3.91,-10.74,-4.09
0.56,0.46,-0.60,-0.31,-6.10,-0.49
0.56,0.49,-0.63,-3.42,-5.31,1.59
0.59,0.49,-0.63,-3.42,-5.31,1.59
0.60,0.52,-0.63,-4.46,-7.08,2.08
0.60,0.52,-0.63,-4.46,-7.08,2.08
0.59,0.54,-0.62,-2.87,-9.95,1.10
0.59,0.54,-0.62,-1.22,-11.60,-0.73
0.59,0.54,-0.61,-1.22,-11.60,-0.73
0.60,0.56,-0.61,-0.61,-11.41,-2.69
0.60,0.56,-0.61,-0.61,-11.41,-2.69
0.60,0.57,-0.61,1.04,-11.96,-4.64
0.60,0.57,-0.61,3.48,-12.57,-6.90
0.59,0.56,-0.61,3.48,-12.57,-6.90
0.58,0.52,-0.60,5.55,-12.70,-9.09
0.58,0.52,-0.60,5.55,-12.70,-9.09
0.58,0.48,-0.61,4.52,-11.78,-9.34
0.58,0.48,-0.61,2.44,-11.96,-6.96
0.58,0.48,-0.61,2.44,-11.96,-6.96
0.58,0.49,-0.61,2.14,-13.24,-4.21
0.58,0.49,-0.61,2.14,-13.24,-4.21

-0.39,0.16,-1.86,-110.11,469.36,107.54
-0.39,0.16,-1.86,-110.11,469.36,107.54
-0.05,0.48,-2.07,-133.06,411.99,118.47
0.27,0.88,-2.23,-118.47,330.02,125.12
0.27,0.88,-2.23,-118.47,330.02,125.12
0.42,1.04,-2.16,-98.88,248.17,103.39
0.42,1.04,-2.16,-98.88,248.17,103.39
0.53,1.10,-2.16,-88.44,187.38,64.88
0.53,1.10,-2.16,-71.47,131.41,26.55
0.53,0.95,-2.07,-71.47,131.41,26.55
0.45,0.86,-1.88,-44.56,71.66,1.10
0.45,0.86,-1.88,-44.56,71.66,1.10
0.33,0.73,-1.68,-14.47,20.08,-15.99
0.33,0.73,-1.68,-14.47,20.08,-15.99
0.20,0.56,-1.49,10.68,-15.44,-31.49
0.06,0.40,-1.31,25.82,-38.33,-42.48
0.06,0.40,-1.31,25.82,-38.33,-42.48
-0.07,0.24,-1.16,32.10,-49.50,-48.40
-0.07,0.24,-1.16,32.10,-49.50,-48.40
-0.14,0.10,-1.06,33.26,-52.00,-45.84
-0.17,0.01,-1.03,30.88,-53.22,-35.10
-0.17,0.01,-1.03,30.88,-53.22,-35.10
-0.16,0.02,-1.02,24.72,-51.57,-19.59
-0.16,0.02,-1.02,24.72,-51.57,-19.59
-0.10,0.08,-1.00,16.11,-47.24,-4.70
-0.02,0.17,-0.98,6.41,-42.54,5.68
-0.02,0.17,-0.98,6.41,-42.54,5.68
0.07,0.27,-0.99,0.37,-41.69,12.39
0.07,0.27,-0.99,0.37,-41.69,12.39
0.16,0.36,-1.01,-1.77,-44.13,15.08
0.16,0.49,-1.05,-5.74,-48.46,12.27
0.25,0.47,-1.05,-5.74,-48.46,12.27
0.31,0.52,-1.06,-5.49,-57.56,5.80
0.31,0.52,-1.06,-5.49,-57.56,5.80
0.31,0.55,-1.04,-0.24,-70.80,-2.56
0.31,0.55,-1.10,5.00,-80.32,-12.27
0.31,0.52,-1.09,5.00,-80.32,-12.27
0.28,0.41,-1.14,14.16,-92.41,-20.63
0.28,0.41,-1.14,14.16,-92.41,-20.63
0.27,0.35,-1.16,19.90,-106.75,-23.56
0.27,0.35,-1.16,16.78,-117.13,-23.07
0.24,0.39,-1.18,16.78,-117.13,-23.07
0.20,0.35,-1.06,17.52,-129.09,-23.01
0.20,0.35,-1.06,17.52,-129.09,-23.01
0.15,0.31,-0.93,15.69,-137.51,-24.23
0.15,0.31,-0.93,0.06,-137.70,-24.23
0.13,0.27,-0.80,11.78,-137.70,-24.23
0.11,0.22,-0.71,10.68,-131.59,-21.24
0.11,0.22,-0.71,10.68,-131.59,-21.24
0.15,0.24,-0.68,8.06,-119.63,-14.95
0.15,0.24,-0.68,6.16,-107.67,-8.85
0.21,0.30,-0.69,6.16,-107.67,-8.85
0.26,0.33,-0.72,8.61,-99.91,-5.25
0.26,0.33,-0.72,8.61,-99.91,-5.25
0.28,0.34,-0.74,12.82,-95.09,-4.88
0.28,0.34,-0.74,12.82,-95.09,-4.88
0.29,0.33,-0.74,15.81,-92.29,-5.00
0.30,0.33,-0.77,16.85,-89.05,-4.39
0.30,0.33,-0.77,16.85,-89.05,-4.39
0.30,0.33,-0.82,12.88,-86.00,-4.27
0.30,0.33,-0.82,12.88,-86.00,-4.27
0.28,0.32,-0.86,8.61,-86.67,-3.78
0.27,0.32,-0.88,1.10,-85.02,-3.54
0.27,0.32,-0.88,1.10,-85.02,-3.54
0.29,0.34,-0.86,-8.97,-82.03,-3.42
0.29,0.34,-0.86,-8.97,-82.03,-3.42
0.32,0.38,-0.79,-15.87,-81.73,-2.44
0.35,0.45,-0.75,-14.40,-85.39,-1.46
0.35,0.45,-0.75,-14.40,-85.39,-1.46
0.38,0.48,-0.76,-9.46,-86.98,-4.39
0.38,0.48,-0.76,-9.46,-86.98,-4.39
0.40,0.45,-0.79,-3.05,-87.34,-12.02
0.39,0.38,-0.79,4.46,-88.32,-19.23
0.39,0.38,-0.79,4.46,-88.32,-19.23
0.35,0.29,-0.73,8.79,-86.85,-23.38
0.35,0.29,-0.73,8.79,-86.85,-23.38
0.33,0.25,-0.69,6.84,-80.81,-23.38
0.33,0.25,-0.69,0.98,-69.15,-20.45
0.34,0.25,-0.67,0.98,-69.15,-20.45
0.35,0.24,-0.65,-4.46,-58.78,-17.21
0.35,0.24,-0.65,-4.46,-58.78,-17.21
0.37,0.23,-0.63,-7.69,-51.39,-12.82
0.37,0.23,-0.63,-9.58,-44.49,-8.24
0.39,0.25,-0.62,-9.58,-44.49,-8.24
0.41,0.27,-0.62,-9.83,-36.07,-5.25
0.41,0.27,-0.62,-9.83,-36.07,-5.25
0.41,0.26,-0.65,-9.46,-29.05,-3.97
0.41,0.26,-0.71,-9.28,-24.72,-1.71
0.42,0.27,-0.71,-9.28,-24.72,-1.71
0.46,0.30,-0.78,-9.83,-20.14,0.67
0.46,0.30,-0.78,-9.83,-20.14,0.67
0.50,0.35,-0.84,-11.90,-18.86,1.16
0.50,0.35,-0.83,-11.54,-23.93,-1.40
0.49,0.35,-0.83,-11.54,-23.93,-1.40
0.46,0.33,-0.79,-11.05,-28.32,-5.00
0.46,0.33,-0.79,-11.05,-28.32,-5.00
0.45,0.33,-0.77,-15.14,-26.06,-8.18
0.45,0.30,-0.74,-20.20,-21.97,-10.80
0.44,0.30,-0.74,-20.20,-21.97,-10.80
0.43,0.26,-0.69,-23.13,-18.25,-11.05
0.43,0.26,-0.69,-23.13,-18.25,-11.05
0.46,0.29,-0.72,-25.70,-12.51,-7.32
0.52,0.34,-0.78,-27.10,-7.20,-4.39
0.52,0.34,-0.78,-27.10,-7.20,-4.39
0.54,0.33,-0.77,-21.24,-9.03,-3.85
0.54,0.33,-0.77,-21.24,-9.03,-3.85
0.54,0.31,-0.71,-13.06,-12.76,-3.48
0.53,0.31,-0.71,-7.51,-12.15,-2.93
0.53,0.31,-0.71,-7.51,-12.15,-2.93
0.52,0.30,-0.79,-4.64,-8.61,-2.87
0.52,0.30,-0.79,-4.64,-8.61,-2.44
0.53,0.27,-0.87,-6.23,-5.86,-2.44
0.54,0.27,-0.90,-12.27,-4.94,-0.31
0.54,0.27,-0.90,-12.27,-4.94,-0.31
0.55,0.32,-0.86,-20.26,-4.70,2.38
0.55,0.32,-0.86,-20.26,-4.70,3.05
0.55,0.37,-0.76,-26.12,-5.07,3.05
0.55,0.37,-0.69,-26.67,-4.39,1.59
0.55,0.37,-0.69,-26.67,-4.39,1.59
0.57,0.36,-0.72,-24.05,-2.01,0.49
0.57,0.36,-0.72,-24.05,-2.01,0.49
0.58,0.33,-0.78,-18.74,-0.73,1.04
0.57,0.29,-0.80,-14.34,-2.20,1.89
0.57,0.29,-0.80,-14.34,-2.20,1.89
0.55,0.28,-0.80,-14.28,-2.26,3.72
0.55,0.28,-0.80,-14.28,-2.26,3.72
0.56,0.31,-0.78,-18.74,1.28,5.92
0.59,0.36,-0.74,-23.13,6.29,6.90

-1.38,0.09,-1.18,57.13,502.62,-6.84
-1.38,0.09,-1.18,57.13,502.62,-6.84
-1.22,-0.07,-1.77,45.23,519.10,-13.12
-0.92,-0.23,-2.17,33.51,489.75,-4.03
-0.92,-0.23,-2.17,33.51,489.75,-4.03
-0.74,-0.22,-2.36,29.17,399.17,24.54
-0.74,-0.22,-2.36,29.17,305.42,51.51
-0.31,-0.13,-2.77,7.08,311.34,51.51
0.17,0.14,-3.22,-29.42,228.64,63.84
0.17,0.14,-3.22,-29.42,228.64,63.84
0.62,0.59,-3.81,-80.20,146.85,56.76
0.62,0.59,-3.81,-80.20,146.85,56.76
0.78,0.74,-4.00,-109.31,37.11,17.82
0.78,0.74,-3.62,-118.96,-106.99,-36.38
0.42,0.55,-3.62,-118.96,-106.99,-36.38
-0.14,0.27,-2.70,-127.44,-238.71,-79.04
-0.14,0.27,-2.70,-127.44,-238.71,-79.04
-0.58,0.13,-1.76,-137.57,-326.42,-97.41
-0.77,-0.00,-1.12,-149.48,-352.78,-99.18
-0.77,-0.00,-1.12,-149.48,-352.78,-99.18
-0.72,0.01,-0.83,-175.48,-330.08,-98.21
-0.72,0.01,-0.83,-175.48,-304.14,-87.59
-0.66,0.01,-0.66,-174.19,-304.14,-87.59
-0.56,-0.11,-0.62,-142.58,-275.09,-76.78
-0.56,-0.11,-0.62,-142.58,-275.09,-76.78
-0.45,-0.29,-0.69,-112.73,-250.98,-66.96
-0.39,-0.36,-0.77,-82.09,-244.02,-45.90
-0.39,-0.36,-0.77,-82.09,-244.02,-45.90
-0.29,-0.35,-0.85,-55.97,-237.06,-21.12
-0.29,-0.35,-0.85,-55.97,-223.08,-2.87
-0.20,-0.30,-0.87,-44.07,-223.08,-2.87
-0.10,-0.24,-0.84,-42.11,-207.03,4.58
-0.10,-0.24,-0.84,-42.11,-207.03,4.58
-0.07,-0.18,-0.79,-46.39,-191.28,5.19
-0.07,-0.18,-0.79,-50.29,-174.07,1.53
-0.03,-0.15,-0.73,-50.29,-174.07,1.53
0.02,-0.11,-0.67,-52.31,-156.07,-2.87
0.02,-0.11,-0.67,-52.31,-156.07,-2.87
0.02,-0.12,-0.59,-45.04,-144.41,-5.49
0.01,-0.18,-0.53,-31.80,-134.58,-5.62
0.01,-0.18,-0.53,-31.80,-134.58,-5.62
0.04,-0.24,-0.55,-18.55,-120.36,-1.28
0.04,-0.24,-0.55,-18.55,-120.36,9.34
0.07,-0.24,-0.56,-3.72,-107.79,9.34
0.09,-0.23,-0.59,12.27,-97.17,21.18
0.09,-0.23,-0.59,12.27,-97.17,21.18
0.12,-0.21,-0.67,24.60,-86.24,31.19
0.12,-0.21,-0.67,24.60,-86.24,31.19
0.18,-0.19,-0.79,33.51,-77.70,38.45
0.23,-0.13,-0.89,37.84,-71.72,43.88
0.23,-0.13,-0.89,37.84,-71.72,43.88
0.30,-0.04,-0.94,34.79,-66.28,45.47
0.30,-0.04,-0.94,34.79,-66.28,45.47
0.34,0.04,-0.96,29.60,-62.19,40.95
0.37,0.09,-0.97,26.00,-61.65,31.07
0.37,0.09,-0.97,26.00,-61.65,31.07
0.35,0.07,-0.92,23.19,-62.81,17.52
0.35,0.07,-0.92,23.19,-62.81,17.52
0.30,-0.01,-0.86,21.48,-62.74,5.37
0.30,-0.01,-0.86,15.75,-60.18,-1.77
0.27,-0.10,-0.83,15.75,-60.18,-1.77
0.25,-0.16,-0.83,10.56,-55.79,-1.77
0.25,-0.16,-0.83,10.56,-55.79,-1.77
0.25,-0.18,-0.84,7.32,-49.68,3.72
0.25,-0.18,-0.84,7.32,-42.97,11.17
0.28,-0.16,-0.85,4.46,-42.97,11.17
0.29,-0.11,-0.82,4.58,-40.10,18.31
0.29,-0.11,-0.82,4.58,-40.10,18.31
0.31,-0.02,-0.76,10.38,-41.50,22.34
0.31,-0.02,-0.76,10.38,-41.50,22.34
0.31,0.00,-0.75,20.57,-41.69,20.75
0.31,-0.04,-0.80,29.24,-36.38,15.87
0.31,-0.04,-0.80,29.24,-36.38,15.87
0.34,-0.08,-0.90,33.51,-30.82,14.04
0.34,-0.08,-0.90,33.51,-30.82,14.04
0.35,-0.06,-0.96,34.91,-31.92,16.60
0.35,0.01,-0.95,36.32,-37.48,18.07
0.36,0.00,-0.95,36.32,-37.48,18.07
0.36,0.01,-0.92,37.29,-40.34,14.95
0.36,0.01,-0.92,37.29,-40.34,14.95
0.36,-0.03,-0.92,34.91,-37.48,9.83
0.36,-0.03,-0.92,34.91,-33.87,6.77
0.36,-0.09,-0.95,29.11,-33.87,6.77
0.33,-0.15,-0.94,23.07,-34.30,8.36
0.33,-0.15,-0.94,23.07,-34.30,8.36
0.33,-0.14,-0.94,14.95,-30.70,12.45
0.33,-0.14,-0.94,14.95,-30.70,12.45
0.36,-0.09,-0.94,4.64,-22.64,17.15
0.37,-0.08,-0.91,-0.49,-17.82,19.29
0.37,-0.08,-0.91,-0.49,-17.82,19.29
0.37,-0.06,-0.85,-2.99,-13.85,20.26
0.37,-0.06,-0.85,-2.99,-13.85,20.26
0.36,-0.02,-0.80,-2.99,-7.57,20.69
0.36,0.01,-0.79,1.46,-1.22,19.35
0.36,0.01,-0.79,1.46,-1.22,19.35
0.36,0.04,-0.84,6.84,7.69,17.27
0.36,0.04,-0.84,6.84,7.69,17.27
0.37,0.05,-0.89,12.08,16.48,14.10
0.37,0.05,-0.89,18.74,18.80,10.62
0.36,0.06,-0.94,18.74,18.80,10.62
0.33,-0.01,-0.98,26.12,15.75,7.51
0.33,-0.01,-0.98,26.12,15.75,7.51
0.33,-0.07,-1.01,29.66,11.96,8.12
0.33,-0.07,-1.01,29.66,11.96,15.44
0.35,-0.05,-1.03,28.38,5.00,15.44
0.39,0.01,-1.04,26.37,-4.70,23.07
0.39,0.01,-1.04,26.37,-4.70,23.07
0.42,0.06,-1.03,23.01,-11.60,25.33
0.42,0.06,-1.03,23.01,-11.60,25.33
0.44,0.10,-1.01,18.55,-15.75,23.44
0.44,0.10,-1.01,14.10,-18.13,18.55
0.44,0.14,-0.99,14.10,-18.13,18.55
0.43,0.15,-0.96,9.58,-18.25,11.47
0.43,0.15,-0.96,9.58,-18.25,11.47
0.42,0.12,-0.94,5.49,-15.69,3.54
0.42,0.12,-0.94,5.49,-15.69,3.54
0.42,0.08,-0.93,1.53,-10.93,-2.01
0.42,0.05,-0.92,-2.26,-6.53,-4.09
0.42,0.05,-0.92,-2.26,-6.53,-4.09
0.42,0.05,-0.92,-4.64,-4.03,-3.48
0.42,0.05,-0.92,-4.64,-4.03,-3.48
0.42,0.06,-0.96,-5.13,-1.77,-2.26
0.42,0.03,-1.00,-3.23,-1.40,-1.89
0.43,0.03,-1.00,-3.23,-1.40,-1.89
0.43,0.01,-1.01,-0.06,-5.19,0.37
0.43,0.01,-1.01,-0.06,-5.19,0.37
0.43,0.01,-1.03,3.05,-10.93,3.91
0.43,0.01,-1.03,3.66,-15.08,6.77

-0.74,-0.31,-2.05,4.46,502.87,15.38
-0.74,-0.31,-2.05,4.46,502.87,15.38
-0.34,-0.18,-2.45,-4.39,454.04,46.45
0.02,0.27,-2.60,14.04,348.63,86.98
0.02,0.27,-2.60,14.04,348.63,86.98
0.36,0.76,-2.70,23.62,244.02,101.68
0.36,0.76,-2.70,23.62,244.02,101.68
0.57,1.00,-2.94,37.41,153.08,74.83
0.57,1.00,-2.94,37.41,74.95,22.83
0.63,0.79,-3.21,47.12,73.06,22.83
0.51,0.39,-3.22,34.48,-6.53,-33.33
0.51,0.39,-3.22,34.48,-6.53,-33.33
0.23,-0.10,-2.88,2.20,-92.22,-72.69
0.23,-0.10,-2.88,2.20,-92.22,-72.69
-0.04,-0.38,-2.27,-46.26,-161.32,-81.18
-0.21,-0.34,-1.69,-99.12,-194.58,-62.50
-0.21,-0.34,-1.69,-99.12,-194.58,-62.50
-0.20,-0.09,-1.32,-149.29,-193.05,-42.91
-0.20,-0.09,-1.32,-149.29,-193.05,-42.91
-0.20,0.12,-1.03,-171.08,-192.08,-33.39
-0.20,0.12,-0.86,-157.29,-192.02,-34.55
-0.20,0.12,-0.86,-157.29,-192.02,-34.55
-0.14,-0.02,-0.74,-128.54,-182.43,-39.25
-0.14,-0.02,-0.74,-91.92,-172.36,-31.68
-0.12,-0.09,-0.65,-91.92,-172.36,-31.68
-0.04,-0.07,-0.70,-52.49,-154.17,-14.95
-0.04,-0.07,-0.70,-52.49,-154.17,-14.95
0.06,0.06,-0.83,-18.43,-132.75,-1.28
0.09,0.08,-0.87,11.78,-123.66,0.79
0.09,0.08,-0.87,11.78,-123.66,0.79
0.08,-0.03,-0.85,40.28,-121.83,-1.95
0.08,-0.03,-0.85,40.28,-121.83,-1.95
0.07,-0.13,-0.91,53.22,-117.25,-2.44
0.11,-0.23,-0.95,42.30,-106.69,-1.65
0.11,-0.23,-0.95,42.30,-106.69,-1.65
0.13,-0.22,-0.93,22.09,-99.00,0.79
0.13,-0.22,-0.93,22.09,-99.00,0.79
0.13,-0.22,-0.81,5.80,-101.32,4.27
0.13,-0.22,-0.71,-7.51,-97.72,7.75
0.15,-0.14,-0.70,-7.51,-97.72,7.75
0.21,-0.04,-0.72,-21.79,-84.84,8.85
0.21,-0.04,-0.72,-21.79,-84.84,8.85
0.28,-0.01,-0.76,-26.79,-76.42,5.31
0.28,-0.01,-0.76,-23.50,-73.79,0.24
0.33,0.03,-0.77,-23.50,-73.79,0.24
0.36,0.06,-0.74,-16.85,-71.59,-6.10
0.36,0.06,-0.74,-16.85,-71.59,-6.10
0.35,0.06,-0.67,-7.93,-69.52,-15.20
0.32,0.01,-0.60,1.95,-64.39,-24.60
0.32,0.01,-0.60,1.95,-64.39,-24.60
0.31,-0.06,-0.59,10.44,-53.41,-30.88
0.31,-0.06,-0.59,10.44,-53.41,-30.88
0.32,-0.09,-0.64,14.34,-39.18,-32.96
0.32,-0.18,-0.69,17.09,-28.26,-34.00
0.30,-0.18,-0.69,17.09,-28.26,-34.00
0.32,-0.28,-0.83,17.09,-20.26,-31.62
0.32,-0.28,-0.83,17.09,-20.26,-31.62
0.37,-0.29,-0.98,9.70,-13.92,-22.58
0.42,-0.26,-1.03,2.81,-16.36,-11.96
0.42,-0.26,-1.03,2.81,-16.36,-11.96
0.42,-0.21,-0.98,-0.24,-26.61,-3.48
0.42,-0.21,-0.98,-0.24,-26.61,-3.48
0.42,-0.17,-0.88,-2.26,-33.45,1.53
0.42,-0.12,-0.81,-3.66,-32.35,4.64
0.42,-0.12,-0.81,-3.66,-32.35,4.64
0.43,-0.09,-0.78,-2.87,-26.55,5.55
0.43,-0.09,-0.78,-2.87,-26.55,5.55
0.44,-0.09,-0.78,-1.04,-17.82,4.94
0.44,-0.07,-0.80,0.98,-8.79,4.21
0.44,-0.07,-0.80,0.98,-8.79,4.21
0.43,-0.07,-0.81,3.54,-1.04,3.36
0.43,-0.07,-0.81,3.54,-1.04,3.36
0.42,-0.08,-0.84,6.10,5.55,2.81
0.40,-0.11,-0.92,8.00,8.12,3.23
0.40,-0.11,-0.92,8.00,8.12,3.23
0.41,-0.16,-1.03,9.28,7.26,4.94
0.41,-0.16,-1.03,9.28,7.26,4.94
0.43,-0.13,-1.10,7.08,3.36,10.31
0.43,-0.13,-1.10,7.08,3.36,15.32
0.46,-0.08,-1.13,4.70,-5.68,15.32
0.48,-0.05,-1.12,3.54,-17.33,16.24
0.48,-0.05,-1.12,3.54,-17.33,16.24
0.48,-0.03,-1.05,4.39,-29.85,14.28
0.48,-0.03,-1.05,4.39,-29.85,14.28
0.46,-0.02,-0.94,5.13,-37.11,11.17
0.46,-0.02,-0.85,5.98,-36.99,7.57
0.44,-0.01,-0.87,5.98,-36.99,7.57
0.43,-0.03,-0.85,6.71,-31.56,3.78
0.43,-0.03,-0.85,6.71,-31.56,3.78
0.42,-0.04,-0.85,7.08,-24.48,1.53
0.42,-0.04,-0.85,6.71,-17.76,0.73
0.42,-0.06,-0.85,6.71,-17.76,0.73
0.42,-0.09,-0.88,5.49,-12.21,1.34
0.42,-0.09,-0.88,5.49,-12.21,1.34
0.42,-0.11,-0.92,3.72,-8.24,3.60
0.42,-0.11,-0.92,3.72,-5.31,6.53
0.43,-0.10,-0.97,1.22,-5.31,6.53
0.45,-0.05,-1.01,-1.04,-4.88,9.40
0.45,-0.05,-1.01,-1.04,-4.88,9.40
0.47,-0.02,-1.03,0.85,-10.13,10.93
0.47,-0.02,-1.03,0.85,-10.13,10.93
0.48,-0.03,-1.03,5.07,-19.10,10.62
0.49,-0.05,-1.01,7.69,-26.18,9.52
0.49,-0.05,-1.01,7.69,-26.18,9.52
0.49,-0.05,-0.96,7.14,-29.91,8.85
0.49,-0.05,-0.96,7.14,-29.91,8.85
0.49,-0.04,-0.92,4.88,-30.52,8.61
0.49,-0.04,-0.89,2.01,-28.14,8.36
0.49,-0.04,-0.88,2.01,-28.14,8.36
0.48,-0.04,-0.83,0.06,-24.23,8.00
0.48,-0.04,-0.83,0.06,-24.23,8.00
0.47,-0.04,-0.81,-1.71,-18.37,8.06
0.47,-0.04,-0.81,-2.99,-12.08,8.73
0.47,-0.07,-0.87,-2.99,-12.08,8.73
0.49,-0.07,-0.95,-4.52,-9.22,11.17
0.49,-0.07,-0.95,-4.52,-9.22,11.17
0.50,-0.05,-0.97,-2.99,-12.51,14.47
0.50,-0.05,-0.97,-0.31,-17.88,16.54
0.50,-0.03,-0.95,-0.31,-17.88,16.54
0.50,-0.02,-0.92,2.81,-22.52,17.21
0.50,-0.02,-0.92,2.81,-22.52,17.21
0.51,-0.00,-0.91,5.49,-25.21,16.91
0.51,-0.00,-0.91,8.06,-25.39,15.75
0.53,0.00,-0.90,8.06,-25.39,15.75
0.53,-0.00,-0.89,9.58,-25.94,14.28
0.53,-0.00,-0.89,9.58,-25.94,14.28
0.53,-0.01,-0.88,9.46,-25.51,12.76
0.53,-0.01,-0.88,9.46,-25.51,11.23

-0.21,0.08,-1.90,46.14,343.38,88.50
-0.21,0.08,-1.90,46.14,343.38,88.50
-0.02,0.47,-1.94,62.99,274.54,119.20
0.19,0.81,-2.09,55.60,236.69,110.41
0.19,0.81,-2.09,55.60,236.69,110.41
0.32,0.90,-2.30,39.12,213.44,64.09
0.32,0.90,-2.30,39.12,213.44,64.09
0.34,0.49,-2.38,49.44,182.19,13.92
0.34,0.49,-2.38,49.44,182.19,-17.33
0.31,0.26,-2.34,23.25,153.08,-28.56
0.22,0.07,-2.15,-14.10,104.31,-50.17
0.22,0.07,-2.15,-14.10,104.31,-50.17
0.06,0.06,-1.78,-41.63,55.85,-52.86
0.06,0.06,-1.78,-41.63,55.85,-52.86
-0.07,0.10,-1.41,-62.44,28.87,-52.31
-0.13,0.10,-1.23,-76.35,25.33,-55.60
-0.15,0.10,-1.23,-76.35,25.33,-55.60
-0.21,-0.03,-1.21,-76.05,24.48,-58.65
-0.21,-0.03,-1.21,-76.05,24.48,-58.65
-0.22,-0.26,-1.29,-63.84,17.15,-54.93
-0.20,-0.28,-1.20,-50.90,3.54,-34.06
-0.20,-0.28,-1.20,-50.90,3.54,-34.06
-0.19,-0.10,-1.03,-20.02,-13.43,1.53
-0.19,-0.10,-1.03,-20.02,-13.43,1.53
-0.11,0.14,-1.05,2.20,-14.40,25.57
0.01,0.25,-1.25,14.95,-3.78,26.12
0.01,0.25,-1.25,14.95,-3.78,26.12
0.10,0.18,-1.45,23.38,-1.16,10.80
0.10,0.18,-1.45,23.38,-1.16,10.80
0.13,0.07,-1.54,24.35,-13.61,-3.91
0.13,0.07,-1.49,20.45,-38.94,-10.56
0.09,-0.01,-1.49,20.45,-38.94,-10.56
0.00,-0.02,-1.29,18.31,-67.02,-10.44
0.00,-0.02,-1.29,18.31,-67.02,-10.44
-0.06,0.01,-1.13,15.44,-84.78,-7.26
-0.06,0.01,-1.13,14.71,-91.67,-5.19
-0.09,0.01,-1.02,14.71,-91.67,-5.19
-0.09,-0.00,-0.98,15.81,-90.76,-3.60
-0.09,-0.00,-0.98,15.81,-90.76,-3.60
-0.07,-0.02,-0.98,16.72,-85.08,-1.77
-0.07,-0.02,-1.05,16.60,-79.35,1.10
-0.03,-0.04,-1.05,16.60,-79.35,1.10
0.02,-0.05,-1.12,15.50,-79.59,5.43
0.02,-0.05,-1.12,15.50,-79.59,5.43
0.05,-0.03,-1.14,14.95,-87.10,11.78
0.05,-0.03,-1.07,12.51,-93.38,15.26
0.06,0.02,-1.08,12.51,-93.38,15.26
0.07,0.04,-1.00,9.09,-95.15,14.47
0.07,0.04,-1.00,9.09,-95.15,14.47
0.09,0.06,-0.95,5.80,-94.97,12.02
0.09,0.06,-0.95,4.52,-93.57,9.52
0.11,0.07,-0.94,4.52,-93.57,9.52
0.12,0.09,-0.93,5.07,-90.39,6.77
0.12,0.09,-0.93,5.07,-90.39,6.77
0.12,0.10,-0.91,6.84,-87.34,3.72
0.12,0.10,-0.91,6.84,-87.34,3.72
0.13,0.08,-0.91,9.52,-85.14,0.49
0.13,0.08,-0.94,14.83,-89.54,0.79
0.15,0.03,-0.96,14.83,-89.54,0.79
0.19,0.04,-1.05,19.59,-96.07,5.80
0.19,0.04,-1.05,19.59,-96.07,5.80
0.24,0.09,-1.10,18.92,-99.85,9.22
0.24,0.09,-1.10,18.92,-99.85,9.22
0.26,0.09,-1.06,17.58,-106.38,7.51
