accX,accY,accZ,gyrX,gyrY,gyrZ
0.25,0.79,-1.41,-69.34,127.69,30.82
0.25,0.79,-1.41,-69.34,127.69,30.82
0.27,0.83,-1.57,-92.41,70.31,56.09
0.27,0.83,-1.57,-92.41,7.81,70.07
0.27,0.85,-1.63,-114.38,12.27,70.07
0.20,0.86,-1.46,-141.60,-49.74,74.65
0.20,0.86,-1.46,-141.60,-49.74,74.65
0.12,0.89,-1.15,-171.02,-106.87,77.27
0.12,0.89,-1.15,-171.02,-106.87,77.27
0.07,1.02,-0.80,-194.95,-148.99,82.28
0.03,1.17,-0.55,-198.00,-174.87,86.24
0.03,1.17,-0.55,-198.00,-174.87,86.24
0.05,1.22,-0.40,-177.55,-187.50,85.94
0.05,1.22,-0.40,-177.55,-187.50,85.94
0.09,1.25,-0.33,-147.40,-192.81,82.95
0.12,1.26,-0.28,-113.89,-194.52,76.05
0.10,1.26,-0.28,-113.89,-194.52,76.05
0.10,1.26,-0.25,-80.69,-191.77,65.86
0.10,1.26,-0.25,-80.69,-191.77,65.86
0.10,1.24,-0.23,-51.27,-185.42,52.06
0.10,1.24,-0.23,-25.21,-181.03,36.56
0.10,1.20,-0.22,-25.21,-181.03,36.56
0.08,1.14,-0.22,1.77,-179.38,24.17
0.08,1.14,-0.22,1.77,-179.38,24.17
0.06,1.09,-0.25,24.05,-177.80,16.91
0.06,1.09,-0.25,24.05,-177.80,9.64
0.05,1.05,-0.26,42.30,-177.98,9.64
0.06,0.99,-0.24,54.26,-177.73,1.28
0.06,0.99,-0.24,54.26,-177.73,1.28
0.05,0.96,-0.24,56.76,-175.11,-5.25
0.05,0.96,-0.24,56.76,-175.11,-5.25
0.08,0.93,-0.21,56.46,-176.82,-9.16
0.08,0.93,-0.15,61.95,-190.00,-10.62
0.08,0.89,-0.14,61.95,-190.00,-10.62
0.04,0.90,-0.07,62.81,-204.28,-8.24
0.04,0.90,-0.07,62.81,-204.28,-8.24
0.03,0.93,-0.02,60.97,-204.59,-5.92
0.03,0.93,-0.02,58.29,-193.97,-7.63
0.05,0.97,-0.00,58.29,-193.97,-7.63
0.09,1.00,0.02,55.73,-187.32,-12.15
0.09,1.00,0.02,55.73,-187.32,-12.15
0.06,0.99,0.06,64.15,-197.45,-18.19
0.06,0.99,0.06,64.15,-197.45,-19.41
0.00,0.97,0.13,76.72,-212.52,-19.41
-0.04,0.94,0.16,86.24,-212.52,-18.25
-0.04,0.94,0.16,86.24,-212.52,-18.25
-0.04,0.88,0.17,87.46,-197.81,-21.12
-0.04,0.88,0.17,87.46,-197.81,-21.12
-0.03,0.85,0.17,78.49,-180.73,-26.18
0.00,0.80,0.15,64.33,-170.59,-29.11
0.02,0.80,0.15,64.33,-170.59,-29.11
0.06,0.75,0.20,53.83,-178.77,-25.45
0.06,0.75,0.20,53.83,-178.77,-25.45
0.02,0.74,0.32,58.29,-200.68,-13.24
0.02,0.74,0.32,58.29,-208.86,1.89
0.00,0.78,0.40,62.50,-208.86,1.89
0.03,0.87,0.41,53.28,-192.93,9.40
0.03,0.87,0.41,53.28,-192.93,9.40
0.06,0.96,0.42,39.31,-171.39,6.23
0.06,0.96,0.42,39.31,-171.39,6.23
0.10,1.02,0.46,27.04,-156.56,-2.08
0.10,1.02,0.46,27.04,-151.86,-12.21
0.10,1.04,0.53,18.25,-151.86,-12.21
0.05,1.02,0.59,18.25,-153.93,-21.91
0.05,1.02,0.59,18.25,-153.93,-21.91
0.01,0.99,0.63,20.63,-151.61,-29.30
0.01,0.99,0.63,20.63,-151.61,-29.30
-0.01,0.96,0.63,15.75,-136.78,-35.83
-0.01,0.96,0.63,4.58,-113.89,-43.21
-0.01,0.92,0.57,4.58,-113.89,-43.21
0.02,0.87,0.51,-9.40,-96.31,-48.83
0.02,0.87,0.51,-9.40,-96.31,-48.83
0.03,0.84,0.51,-18.74,-90.45,-48.77
0.03,0.84,0.51,-20.63,-89.11,-43.70
0.03,0.83,0.52,-20.63,-89.11,-43.70
0.01,0.83,0.55,-22.16,-86.36,-37.23
0.01,0.83,0.55,-22.16,-86.36,-37.23
0.00,0.84,0.59,-23.68,-77.88,-32.35
0.00,0.84,0.59,-23.68,-63.66,-28.56
0.00,0.82,0.59,-25.63,-63.66,-28.56
0.03,0.81,0.58,-28.44,-51.39,-23.74
0.03,0.81,0.58,-28.44,-51.39,-23.74
0.04,0.80,0.57,-24.11,-46.26,-16.48
0.04,0.80,0.57,-24.11,-46.26,-0.85
0.03,0.80,0.58,-13.92,-43.27,-6.84
0.03,0.81,0.58,-6.04,-35.46,3.36
0.03,0.81,0.58,-6.04,-35.46,3.36
0.04,0.84,0.56,-1.04,-22.89,12.27
0.04,0.84,0.56,-1.04,-22.89,12.27
0.05,0.90,0.49,3.54,-9.64,19.23
0.05,0.90,0.49,10.74,0.92,24.11
0.10,0.94,0.38,10.74,0.92,24.11
0.14,0.98,0.24,16.24,7.39,23.50
0.14,0.98,0.24,16.24,7.39,23.50
0.19,1.00,0.12,15.01,8.30,18.01
0.19,1.00,0.12,15.01,8.30,18.01
0.22,1.00,0.06,9.95,3.78,9.83

-0.16,1.24,1.51,-48.10,166.50,-71.47
-0.16,1.24,1.51,-48.10,166.50,-87.10
-0.32,1.17,1.78,-41.26,248.84,-88.50
-0.56,1.02,1.92,-41.26,332.40,-98.45
-0.56,1.02,1.92,-41.26,332.40,-98.45
-0.79,0.77,1.84,-20.81,412.78,-93.75
-0.79,0.77,1.84,-20.81,412.78,-93.75
-0.98,0.54,1.54,14.47,483.40,-70.07
-0.98,0.54,1.54,54.69,533.45,-27.40
-1.05,0.50,1.19,54.69,533.45,-27.40
-1.09,0.46,1.02,84.11,560.55,18.86
-1.09,0.46,1.02,84.11,560.55,18.86
-1.09,0.68,0.87,96.92,578.92,64.03
-1.09,0.68,0.87,96.92,578.92,64.03
-0.85,1.03,0.25,129.58,593.69,100.59
-0.85,1.03,0.25,141.97,576.48,113.46
-0.72,1.15,-0.11,141.97,576.48,113.46
-0.66,1.10,-0.35,120.06,549.56,103.03
-0.66,1.10,-0.35,120.06,549.56,103.03
-0.55,1.00,-0.63,84.29,532.84,86.49
-0.55,1.00,-0.63,84.29,532.84,86.49
-0.41,0.95,-0.91,36.32,514.65,72.81
-0.41,0.95,-1.10,-17.03,484.07,60.06
-0.25,0.95,-1.10,-17.03,484.07,60.06
-0.09,1.00,-1.20,-70.98,442.26,44.74
-0.09,1.00,-1.20,-70.98,442.26,44.74
0.02,0.96,-1.20,-101.20,391.05,28.56
0.02,0.96,-1.20,-111.27,335.45,21.61
0.05,0.97,-1.15,-111.27,335.45,21.61
0.07,1.00,-1.14,-110.72,280.40,25.39
0.07,1.00,-1.14,-110.72,280.40,25.39
0.07,1.00,-1.09,-101.38,231.20,29.17
0.07,1.00,-1.09,-101.38,231.20,29.17
0.03,0.98,-1.09,-83.31,188.66,32.35
0.00,0.96,-1.13,-68.36,156.01,34.18
0.01,0.96,-1.13,-68.36,156.01,34.18
0.01,0.94,-1.22,-53.71,132.75,35.46
0.01,0.94,-1.22,-53.71,132.75,35.46
0.05,0.96,-1.31,-49.19,111.39,34.79
0.05,0.96,-1.31,-44.62,82.64,31.98
0.07,0.98,-1.35,-44.62,82.64,31.98
0.09,0.98,-1.33,-35.52,47.00,27.10
0.09,0.98,-1.33,-35.52,47.00,27.10
0.08,0.95,-1.26,-27.10,10.07,21.36
0.08,0.95,-1.26,-27.10,10.07,21.36
0.09,0.91,-1.17,-17.03,-27.28,17.03
0.10,0.88,-1.06,-3.97,-67.69,16.48
0.10,0.88,-1.06,-3.97,-67.69,16.48
0.09,0.89,-0.96,9.70,-104.55,18.49
0.09,0.89,-0.96,9.70,-104.55,18.49
0.10,0.98,-0.90,15.99,-127.32,17.88
0.10,0.98,-0.90,20.81,-137.82,9.22
0.15,1.01,-0.94,20.81,-137.82,9.22
0.20,0.95,-0.96,24.23,-154.17,-2.32
0.20,0.95,-0.96,24.23,-154.17,-2.32
0.20,0.91,-0.97,29.36,-179.26,-7.93
0.20,0.91,-0.97,29.36,-200.93,-10.56
0.18,0.88,-0.98,29.72,-200.93,-10.56
0.16,0.88,-0.94,25.09,-217.53,-14.34
0.16,0.88,-0.94,25.09,-217.53,-14.34
0.15,0.85,-0.85,22.22,-237.49,-19.47
0.15,0.85,-0.85,22.22,-237.49,-22.83
0.09,0.78,-0.74,20.87,-267.09,-22.83
0.02,0.75,-0.63,19.71,-298.34,-17.33
0.02,0.75,-0.63,19.71,-298.34,-17.33
-0.03,0.75,-0.54,20.51,-322.45,-8.18
-0.03,0.75,-0.54,20.51,-322.45,-8.18
-0.10,0.77,-0.46,21.73,-338.68,-0.55
-0.14,0.80,-0.47,19.65,-345.83,5.31
-0.14,0.80,-0.47,19.65,-345.83,5.31
-0.16,0.78,-0.47,16.66,-355.10,6.77
-0.16,0.78,-0.47,16.66,-355.10,6.77
-0.22,0.71,-0.37,21.67,-374.21,8.48
-0.22,0.71,-0.28,21.55,-386.96,14.10
-0.28,0.71,-0.28,21.55,-386.96,14.10
-0.31,0.74,-0.19,15.75,-387.57,18.55
-0.31,0.74,-0.19,15.75,-387.57,18.55
-0.33,0.72,-0.07,17.82,-384.64,19.96
-0.33,0.72,-0.07,16.66,-377.69,20.63
-0.38,0.73,0.04,16.66,-377.69,20.63
-0.37,0.77,0.15,10.31,-364.44,22.46
-0.37,0.77,0.15,10.31,-364.44,22.46
-0.32,0.75,0.26,9.09,-353.58,25.82
-0.32,0.75,0.26,9.09,-353.58,25.82
-0.29,0.78,0.35,11.90,-347.53,34.42
-0.26,0.91,0.40,8.61,-334.59,47.55
-0.25,0.91,0.40,8.61,-334.59,47.55
-0.20,1.06,0.43,1.53,-312.32,54.99
-0.20,1.06,0.43,1.53,-312.32,54.99
-0.14,1.19,0.49,-5.25,-291.87,51.82
-0.14,1.19,0.49,-5.25,-291.87,42.54
-0.11,1.30,0.63,-7.81,-282.53,42.54
-0.13,1.40,0.85,-1.71,-277.40,31.68
-0.13,1.40,0.85,-1.71,-277.40,31.68
-0.19,1.43,1.02,9.09,-261.90,17.70
-0.19,1.43,1.02,9.09,-261.90,17.70
-0.21,1.39,1.08,14.77,-232.48,1.77
-0.21,1.39,1.08,14.34,-197.75,-12.76
-0.18,1.28,1.05,14.34,-197.75,-12.76
-0.18,1.19,0.97,20.75,-171.14,-22.46
-0.18,1.19,0.97,20.75,-171.14,-22.46
-0.16,1.09,0.84,35.77,-147.09,-25.33
-0.16,1.09,0.84,40.22,-116.21,-26.00
-0.10,1.05,0.69,40.22,-116.21,-26.00
-0.03,1.04,0.57,28.14,-85.94,-30.27
-0.03,1.04,0.57,28.14,-85.94,-30.27
0.02,1.01,0.51,16.97,-67.32,-37.23
0.02,1.01,0.51,16.97,-67.32,-43.27
0.04,0.95,0.54,13.67,-59.20,-43.27
0.04,0.88,0.53,8.24,-53.04,-49.87
0.04,0.88,0.53,8.24,-53.04,-49.87
0.01,0.83,0.68,-4.33,-44.80,-55.60
0.01,0.83,0.68,-4.33,-44.80,-55.60
0.01,0.75,0.73,8.06,-23.13,-49.87
0.01,0.75,0.62,1.10,5.25,-44.92
0.06,0.73,0.62,1.10,5.25,-44.92
0.13,0.73,0.37,-5.92,25.94,-38.57
0.13,0.73,0.37,-5.92,25.94,-38.57
0.22,0.72,0.13,-7.08,28.38,-30.40
0.22,0.72,0.13,-7.08,28.38,-22.77
0.27,0.69,0.02,-1.59,16.97,-22.77
0.30,0.69,0.01,0.49,3.60,-15.20
0.30,0.69,0.01,0.49,3.60,-15.20
0.31,0.72,0.06,-4.15,-3.66,-8.54
0.31,0.72,0.06,-4.15,-3.66,-8.54
0.31,0.78,0.16,-10.25,-6.53,-4.03
0.31,0.78,0.16,-12.70,-7.39,-2.20
0.30,0.84,0.28,-12.70,-7.39,-2.20

-0.43,1.10,1.67,17.76,135.62,-17.15
-0.43,1.10,1.67,17.76,135.62,-17.15
-0.70,1.01,2.04,33.63,215.88,-17.40
-0.70,1.01,2.33,64.82,315.86,-3.54
-1.01,0.90,2.33,64.82,315.86,-3.54
-1.36,0.78,2.41,110.90,431.34,25.02
-1.36,0.78,2.41,110.90,431.34,25.02
-1.72,0.53,2.25,158.14,548.46,67.14
-1.72,0.53,2.25,158.14,548.46,67.14
-1.99,0.48,1.81,213.93,652.95,136.17
-1.99,1.33,0.91,262.45,731.45,215.58
-1.75,1.33,0.91,262.45,731.45,215.58
-1.54,1.63,0.31,282.53,755.43,238.10
-1.54,1.63,0.31,282.53,755.43,238.10
-1.28,1.55,-0.32,280.46,747.56,228.15
-1.28,1.55,-0.32,280.46,747.56,202.09
-0.87,1.50,-1.06,228.64,731.57,202.09
-0.28,1.41,-1.67,130.62,690.80,158.39
-0.28,1.41,-1.67,130.62,690.80,158.39
0.33,1.42,-2.11,43.64,598.33,110.17
0.33,1.42,-2.11,43.64,598.33,110.17
0.67,1.23,-2.43,10.62,450.38,74.52
0.67,1.23,-2.43,10.62,278.50,61.77
0.61,1.03,-2.34,-11.41,274.60,61.77
0.43,0.88,-1.99,-49.13,128.17,65.86
0.43,0.88,-1.99,-49.13,128.17,65.86
0.25,0.92,-1.60,-103.21,30.15,74.83
0.25,0.92,-1.60,-103.21,30.15,74.83
0.10,0.96,-1.28,-144.35,-35.71,81.18
0.10,0.96,-1.00,-168.21,-83.98,83.31
-0.02,1.01,-1.01,-168.21,-83.98,83.31
-0.12,1.02,-0.81,-179.38,-114.50,80.93
-0.12,1.02,-0.81,-179.38,-114.50,80.93
-0.16,1.03,-0.67,-187.07,-126.77,72.51
-0.16,1.03,-0.58,-185.06,-130.92,65.98
-0.14,1.00,-0.58,-185.06,-130.92,65.98
-0.06,1.00,-0.54,-171.39,-137.27,66.71
-0.06,1.00,-0.54,-171.39,-137.27,66.71
-0.06,1.18,-0.57,-166.20,-145.08,66.28
-0.06,1.21,-0.55,-145.26,-155.88,62.81
0.02,1.21,-0.55,-145.26,-155.88,62.81
0.07,1.23,-0.54,-101.81,-167.54,62.01
0.07,1.23,-0.54,-101.81,-167.54,62.01
0.09,1.25,-0.56,-71.11,-176.70,56.88
0.09,1.25,-0.56,-39.86,-185.06,48.16
0.13,1.24,-0.59,-37.84,-185.06,48.16
0.12,1.20,-0.56,-2.14,-200.07,39.00
0.12,1.20,-0.56,-2.14,-200.07,39.00
0.06,1.16,-0.51,29.48,-213.44,30.46
0.06,1.16,-0.51,29.48,-213.44,19.53
0.01,1.10,-0.46,51.03,-216.49,19.53
-0.03,1.03,-0.42,60.24,-214.11,6.23
-0.03,1.03,-0.42,60.24,-214.11,6.23
-0.06,0.96,-0.41,60.61,-214.54,-4.15
-0.06,0.96,-0.41,60.61,-214.54,-4.15
-0.06,0.89,-0.40,57.62,-221.13,-9.83
-0.09,0.83,-0.34,56.09,-234.01,-10.74
-0.09,0.83,-0.34,56.09,-234.01,-10.74
-0.11,0.83,-0.30,51.76,-242.68,-7.81
-0.11,0.83,-0.30,51.76,-242.68,-7.81
-0.09,0.84,-0.29,38.02,-245.30,-6.23
-0.09,0.84,-0.23,29.66,-255.55,-4.39
-0.09,0.84,-0.23,29.66,-255.55,-4.39
-0.12,0.88,-0.11,28.93,-270.02,1.16
-0.12,0.88,-0.11,28.93,-270.02,1.16
-0.14,0.97,-0.03,23.19,-274.29,4.94
-0.14,1.09,0.04,10.99,-270.57,1.59
-0.12,1.09,0.04,10.99,-270.57,1.59
-0.09,1.06,0.14,15.63,-273.74,-4.46
-0.09,1.06,0.14,15.63,-273.74,-4.46
-0.14,1.04,0.29,30.70,-286.93,-7.02
-0.14,1.04,0.29,42.05,-289.55,-4.33
-0.18,1.12,0.41,42.05,-289.55,-4.33
-0.19,1.21,0.46,50.48,-269.35,-5.80
-0.19,1.21,0.46,50.48,-269.35,-5.80
-0.14,1.23,0.46,52.73,-237.55,-18.13
-0.14,1.23,0.46,62.07,-217.22,-34.55
-0.11,1.13,0.47,62.07,-217.22,-34.55
-0.13,1.02,0.47,68.18,-210.75,-45.35
-0.13,1.02,0.47,68.18,-210.75,-45.35
-0.11,0.95,0.46,68.66,-204.71,-47.97
-0.11,0.95,0.46,68.66,-204.71,-45.72
-0.12,0.92,0.47,67.20,-191.47,-45.72
-0.11,0.90,0.44,58.72,-169.37,-43.09
-0.11,0.90,0.44,58.72,-169.37,-43.09
-0.06,0.87,0.41,44.43,-151.12,-42.66
-0.06,0.87,0.41,44.43,-151.12,-42.66
-0.06,0.83,0.42,35.71,-149.48,-41.69
-0.08,0.80,0.48,36.93,-152.47,-35.28
-0.08,0.80,0.48,36.93,-152.47,-35.28
-0.09,0.82,0.54,34.18,-141.78,-27.40
-0.09,0.82,0.54,34.18,-141.78,-27.40
-0.08,0.88,0.57,22.58,-119.81,-23.44
-0.08,0.91,0.60,17.94,-102.36,-22.09
-0.06,0.93,0.60,17.94,-102.36,-22.09
-0.05,0.96,0.65,25.88,-96.13,-23.01
-0.05,0.96,0.65,25.88,-96.13,-23.01
-0.02,0.95,0.63,33.87,-87.22,-27.83
-0.02,0.95,0.63,28.32,-71.84,-36.99
-0.03,0.95,0.58,28.32,-71.84,-36.99
-0.02,0.83,0.59,23.68,-54.26,-43.64
-0.02,0.83,0.59,23.68,-54.26,-43.64
-0.02,0.79,0.60,18.25,-34.42,-44.01
-0.02,0.79,0.60,5.92,-21.42,-40.89
-0.02,0.75,0.60,5.92,-21.42,-40.89
-0.02,0.73,0.55,2.44,-11.41,-32.59
-0.02,0.73,0.55,2.44,-11.41,-32.59
0.02,0.75,0.46,-3.91,-2.50,-22.16
0.02,0.75,0.46,-3.91,-2.50,-11.78
0.05,0.80,0.39,-8.18,0.92,-11.78
0.08,0.85,0.36,-6.77,0.73,-4.94
0.08,0.85,0.36,-6.77,0.73,-4.94
0.11,0.87,0.35,-4.88,1.53,-3.42
0.11,0.87,0.35,-4.88,1.53,-3.42
0.13,0.86,0.36,-5.68,3.78,-3.66
0.13,0.86,0.35,-9.28,7.02,-3.54
0.14,0.87,0.35,-9.28,7.02,-3.54
0.16,0.89,0.33,-10.99,10.44,-3.11
0.16,0.89,0.33,-10.99,10.44,-3.11
0.17,0.91,0.31,-12.15,13.73,-3.30
0.17,0.91,0.31,-12.15,17.82,-4.27
0.17,0.91,0.29,-13.85,17.82,-4.27
0.18,0.91,0.28,-16.11,20.20,-5.00
0.18,0.91,0.28,-16.11,20.20,-5.00
0.17,0.93,0.27,-14.40,18.80,-3.91
0.17,0.93,0.27,-14.40,18.80,-3.91
0.18,0.95,0.23,-9.89,17.70,-2.08
0.18,0.95,0.16,-5.31,16.05,-2.38

-0.14,1.19,1.47,-28.14,69.21,-43.58
-0.14,1.19,1.47,-28.14,69.21,-43.58
-0.36,1.20,1.82,-36.25,134.40,-55.30
-0.61,0.99,1.99,-24.23,213.56,-67.38
-0.60,0.99,1.99,-24.23,213.56,-67.38
-0.89,0.41,2.05,-8.48,317.63,-64.33
-0.89,0.41,2.05,-8.48,317.63,-64.33
-1.01,0.60,1.74,1.22,437.50,-25.45
-1.01,0.60,1.30,26.73,541.44,18.13
-0.94,1.09,1.30,26.73,541.44,18.13
-0.95,1.04,0.98,75.93,597.35,30.46
-0.95,1.04,0.98,75.93,597.35,30.46
-0.90,0.97,0.50,143.07,614.93,46.51
-0.90,0.97,0.50,143.07,614.93,46.51
-0.77,1.02,0.13,182.37,607.54,64.88
-0.77,1.02,-0.09,194.82,583.50,76.84
-0.68,1.07,-0.09,194.82,583.50,76.84
-0.59,1.07,-0.32,197.39,557.01,81.05
-0.59,1.07,-0.32,197.39,557.01,81.05
-0.45,1.01,-0.58,183.29,531.80,79.10
-0.45,1.01,-0.58,183.29,531.80,63.48
-0.25,1.04,-0.79,149.23,506.84,73.24
-0.03,1.11,-0.96,107.06,475.46,64.70
-0.03,1.11,-0.96,107.06,475.46,64.70
0.17,1.21,-1.19,65.80,435.00,52.31
0.17,1.21,-1.19,65.80,435.00,52.31
0.30,1.20,-1.34,28.50,385.31,34.06
0.30,1.20,-1.34,28.50,322.81,11.72
0.38,1.10,-1.34,-7.20,325.74,11.72
0.43,1.00,-1.29,-26.73,255.62,0.12
0.43,1.00,-1.29,-26.73,255.62,0.12
0.38,1.03,-1.25,-34.97,179.38,4.76
0.38,1.03,-1.25,-34.97,179.38,4.76
0.37,0.91,-1.27,-29.11,107.06,14.89
0.37,0.91,-1.27,-21.67,38.09,28.81
0.38,0.85,-1.27,-21.67,38.09,28.81
0.32,0.85,-1.26,-13.18,-31.07,49.13
0.32,0.85,-1.26,-13.18,-31.07,49.13
0.28,0.87,-1.22,-17.21,-86.00,63.48
0.28,0.87,-1.22,-32.84,-121.95,65.67
0.26,0.90,-1.14,-37.05,-121.95,65.67
0.24,0.92,-1.14,-56.21,-149.48,61.89
0.24,0.92,-1.14,-56.21,-149.48,61.89
0.24,0.93,-1.16,-75.20,-179.63,57.37
0.24,0.93,-1.16,-75.20,-179.63,54.14
0.20,0.91,-1.12,-85.14,-219.67,54.14
0.17,0.96,-1.10,-89.48,-266.05,56.21
0.17,0.96,-1.10,-89.48,-266.05,56.21
0.12,0.98,-1.00,-81.24,-317.44,61.89
0.12,0.98,-1.00,-81.24,-317.44,61.28
0.02,1.09,-0.81,-74.16,-363.46,61.28
-0.05,1.24,-0.62,-72.81,-385.93,50.72
-0.05,1.24,-0.62,-72.81,-385.93,50.72
-0.13,1.35,-0.36,-64.76,-392.46,28.63
-0.13,1.35,-0.36,-64.76,-394.84,2.87
-0.21,1.36,-0.10,-43.15,-394.84,2.87
-0.28,1.34,0.09,-11.11,-390.56,-17.88
-0.28,1.34,0.09,-11.11,-390.56,-17.88
-0.30,1.25,0.21,22.83,-374.21,-38.88
-0.30,1.25,0.21,52.92,-351.01,-59.63
-0.30,1.06,0.25,52.92,-351.01,-59.63
-0.29,0.86,0.24,71.84,-326.90,-69.27
-0.29,0.86,0.24,71.84,-326.90,-69.27
-0.25,0.68,0.20,80.99,-304.69,-66.53
-0.25,0.68,0.20,80.99,-284.30,-55.66
-0.16,0.57,0.14,76.42,-284.30,-55.66
-0.09,0.66,0.05,53.10,-262.45,-36.38
-0.09,0.66,0.05,53.10,-262.45,-36.38
-0.03,0.80,0.01,21.12,-245.67,-21.91
-0.03,0.80,0.01,21.12,-245.67,-21.91
0.04,0.90,0.14,-4.94,-238.04,-17.09
0.02,0.90,0.35,-13.31,-239.44,-13.49
0.02,0.90,0.35,-13.31,-239.44,-13.49
0.06,0.87,0.47,-12.94,-233.28,-6.65
0.06,0.87,0.47,-12.94,-233.28,-6.65
-0.01,1.04,0.59,-32.71,-217.22,-5.31
0.01,1.01,0.68,-29.24,-199.28,-3.54
0.01,1.01,0.68,-29.24,-199.28,-3.54
-0.02,1.02,0.80,-9.03,-181.58,1.46
-0.02,1.02,0.80,-9.03,-181.58,1.46
-0.05,1.01,0.87,12.76,-165.04,5.37
-0.05,1.01,0.87,37.11,-139.53,9.89
-0.06,0.99,0.89,37.11,-139.53,9.89
-0.02,0.97,0.79,45.59,-103.09,10.31
-0.02,0.97,0.79,45.59,-103.09,10.31
0.03,0.96,0.64,42.11,-72.02,6.59
0.03,0.96,0.64,42.11,-72.02,6.59
0.07,0.95,0.48,41.87,-56.88,4.52
0.07,0.95,0.34,40.65,-53.89,2.26
0.11,0.92,0.34,40.65,-53.89,2.26
0.13,0.87,0.29,35.71,-57.68,0.55
0.13,0.87,0.29,35.71,-57.68,0.55
0.11,0.85,0.34,31.37,-62.68,0.43
0.11,0.85,0.34,31.37,-62.68,1.22
0.10,0.87,0.44,23.25,-64.09,1.22
0.10,0.91,0.52,12.33,-58.90,0.24
0.09,0.91,0.52,12.33,-58.90,0.24
0.10,0.95,0.53,1.59,-49.07,-2.38
0.10,0.95,0.53,1.59,-49.07,-2.38
0.11,0.97,0.51,-4.33,-43.27,-5.13
0.11,0.97,0.51,-2.32,-41.32,-8.42
0.10,0.96,0.49,-2.32,-41.32,-8.42
0.10,0.95,0.46,-3.30,-36.44,-14.22
0.10,0.95,0.46,-3.30,-36.44,-14.22
0.11,0.93,0.41,-9.70,-29.60,-20.75
0.11,0.93,0.41,-9.70,-29.60,-25.02
0.12,0.89,0.39,-11.17,-27.16,-25.02
0.13,0.87,0.39,-11.23,-26.43,-26.25
0.13,0.87,0.39,-11.23,-26.43,-26.25
0.13,0.86,0.42,-13.61,-23.01,-26.55
0.13,0.86,0.42,-13.61,-23.01,-26.55
0.14,0.86,0.40,-19.29,-17.88,-25.76
0.13,0.86,0.42,-22.34,-16.30,-23.74
0.13,0.86,0.42,-22.34,-16.30,-23.74
0.13,0.85,0.44,-17.76,-15.81,-20.26
0.13,0.85,0.44,-17.76,-15.81,-20.26
0.13,0.84,0.45,-14.77,-11.66,-16.42
0.14,0.83,0.44,-13.24,-4.64,-13.18
0.14,0.83,0.44,-13.24,-4.64,-13.18
0.15,0.82,0.39,-13.06,2.08,-9.34
0.15,0.82,0.39,-13.06,2.08,-9.34
0.17,0.85,0.36,-14.47,4.64,-4.15
0.17,0.87,0.33,-9.09,3.17,0.31
0.17,0.87,0.33,-9.09,3.17,0.31
0.19,0.88,0.29,-3.72,2.62,2.20
0.19,0.88,0.29,-3.72,2.62,2.20
0.22,0.88,0.27,-1.65,2.87,2.62
0.22,0.88,0.27,-1.65,2.87,2.62

0.01,1.25,1.39,-20.94,126.89,-24.11
0.01,1.25,1.39,-20.94,126.89,-24.11
-0.15,1.27,1.63,-26.73,202.39,-50.72
-0.15,1.27,1.84,-26.55,295.53,-74.46
-0.35,1.23,1.84,-26.55,295.53,-74.46
-0.56,1.19,1.94,-21.61,400.51,-89.29
-0.56,1.19,1.94,-21.61,400.51,-89.29
-0.79,1.17,1.83,7.75,496.58,-90.88
-0.79,1.17,1.83,64.70,562.74,-77.88
-0.98,1.10,1.47,64.70,562.74,-77.88
-1.08,1.02,1.08,125.00,597.66,-54.93
-1.08,1.02,1.08,125.00,597.66,-54.93
-1.15,0.90,0.75,187.19,604.92,-20.94
-1.15,0.90,0.75,187.19,604.92,18.80
-1.14,0.89,0.43,222.23,602.29,18.80
-0.86,1.10,-0.15,237.67,600.65,59.57
-0.85,1.10,-0.15,237.67,600.65,59.57
-0.55,1.31,-0.65,232.85,583.74,86.12
-0.55,1.31,-0.65,232.85,583.74,86.12
-0.25,1.47,-1.07,194.09,550.66,87.34
-0.25,1.47,-1.07,141.91,504.76,58.29
0.07,1.48,-1.38,141.91,504.76,58.29
0.27,1.32,-1.48,98.63,437.56,15.63
0.27,1.32,-1.48,98.63,437.56,15.63
0.30,1.05,-1.39,66.59,357.73,-15.38
0.30,1.05,-1.39,66.59,357.73,-15.38
0.25,0.84,-1.20,34.61,287.72,-27.53
0.25,0.84,-1.04,0.24,237.37,-24.96
0.21,0.73,-1.04,0.24,237.37,-24.96
0.23,0.72,-0.98,-26.61,198.24,-14.04
0.23,0.72,-0.98,-26.61,198.24,-14.04
0.29,0.72,-0.97,-36.19,160.46,-1.22
0.29,0.72,-0.97,-41.08,124.02,15.44
0.32,0.82,-1.10,-41.08,124.02,15.44
0.41,0.87,-1.32,-38.39,90.70,27.40
0.41,0.87,-1.32,-38.39,90.70,27.40
0.49,0.91,-1.46,-35.16,49.19,32.53
0.49,0.91,-1.46,-35.16,49.19,32.53
0.51,0.98,-1.45,-30.58,-6.41,36.68
0.47,0.97,-1.36,-16.42,-67.38,39.61
0.47,0.97,-1.36,-16.42,-67.38,39.61
0.39,0.88,-1.26,2.44,-116.21,37.60
0.39,0.88,-1.26,2.44,-116.21,37.60
0.34,0.85,-1.20,8.06,-144.59,30.94
0.34,0.85,-1.20,6.53,-165.53,21.79
0.30,0.83,-1.14,6.53,-165.53,21.79
0.28,0.77,-1.05,6.65,-193.18,14.83
